Ordem,ID,Versão,Sprint,Componente,Forma de integração,Tipo,Tarefa,Passo de execução,Artefato a produzir,Critério de aceite,Dependências,Requisitos,Status,Prioridade na versão,Risco,Aplicabilidade,Responsável,Revisor humano,Data de aceite,Evidência exigida,Evidência obtida,ADR / justificativa,Fechamento,Observações
59,SL-S06-04,v0.0.2,S06,Tauri / apresentação,Integração,Implementação,Montar navegação de fases,"Criar estados Ingest, Mesa, Peça e ajustes sem duplicar dados por tela.",apps/desktop/src/shell/,Alternar fase não perde estado nem exige conta ou serviço remoto.,SL-S06-03,R01; R03; R07; R08; R31; R34,Não iniciado,P0,Crítico,Obrigatória no escopo da versão,Autor + agente de IA,,,reports/S06/SL-S06-04.md,,,PENDENTE,
60,SL-S06-05,v0.0.2,S06,Tauri / apresentação,Integração,Implementação,Implementar seleção de Vault,Usar diálogo nativo e raiz dinâmica; adiar leitura ao serviço autorizado.,crates/app-core/src/vault_selection.rs,Paths com espaços/Unicode funcionam e nenhuma raiz de usuário está hardcoded.,SL-S06-04,R01; R03; R07; R08; R31; R34,Não iniciado,P0,Crítico,Obrigatória no escopo da versão,Autor + agente de IA,,,reports/S06/SL-S06-05.md,,,PENDENTE,
61,SL-S06-06,v0.0.2,S06,Tauri / apresentação,Integração,Implementação,Criar estados de tarefa,"Padronizar vazio, carregando, falhou, bloqueado, offline e concluído.",apps/desktop/src/components/status/,Falha recuperável mostra ação útil e não fica em spinner infinito.,SL-S06-05,R01; R03; R07; R08; R31; R34,Não iniciado,P0,Crítico,Obrigatória no escopo da versão,Autor + agente de IA,,,reports/S06/SL-S06-06.md,,,PENDENTE,
62,SL-S06-07,v0.0.2,S06,Tauri / apresentação,Integração,Implementação,Preparar acessibilidade básica,"Dar nomes, foco e atalhos às regiões principais.",apps/desktop/src/accessibility/,Percurso essencial por teclado funciona sem mouse; foco não desaparece ao trocar de fase.,SL-S06-06,R01; R03; R07; R08; R31; R34,Não iniciado,P0,Crítico,Obrigatória no escopo da versão,Autor + agente de IA,,,reports/S06/SL-S06-07.md,,,PENDENTE,
63,SL-S06-08,v0.0.2,S06,Tauri / apresentação,Integração,Implementação,Integrar logs locais saneados,Emitir IDs e tempos sem incluir texto do Vault por padrão.,crates/diagnostics/,"Fixture sensível não aparece em log, erro serializado ou console da UI.",SL-S06-07,R01; R03; R07; R08; R31; R34,Não iniciado,P0,Crítico,Obrigatória no escopo da versão,Autor + agente de IA,,,reports/S06/SL-S06-08.md,,,PENDENTE,
64,SL-S06-09,v0.0.2,S06,Tauri / apresentação,Integração,Teste,Fazer smoke nos alvos disponíveis,"Abrir/fechar, selecionar pasta e testar IPC em ambientes reais.",reports/shell-targets/,"Ambiente não disponível é marcado bloqueado, com tarefa de acesso antes da homologação.",SL-S06-08,R01; R03; R07; R08; R31; R34,Não iniciado,P0,Crítico,Obrigatória no escopo da versão,Autor + agente de IA,,,reports/S06/SL-S06-09.md,,,PENDENTE,
65,SL-S06-10,v0.0.2,S06,Tauri / apresentação,Integração,Teste,Medir baseline vazio,Registrar árvore de processos e startup sem funcionalidades opcionais.,reports/baseline-shell.json,Baseline reproduzível permite atribuir consumo incremental a motores futuros.,SL-S06-09,R01; R03; R07; R08; R31; R34,Não iniciado,P0,Crítico,Obrigatória no escopo da versão,Autor + agente de IA,,,reports/S06/SL-S06-10.md,,,PENDENTE,
66,SL-S06-GATE,v0.0.2,S06,Tauri / apresentação,Aceite humano,Gate,Aceitar S06 — Criar shell desktop e contratos IPC,"Revisar as dez tarefas, executar a demonstração do sprint, confrontar critérios e registrar decisão go/no-go.",reports/S06/acceptance.md,"Instalar build de desenvolvimento, navegar e selecionar um diretório sem rede. Todas as dependências aceitas; evidências vinculadas a revisão/ambiente; nenhum blocker de integridade/segurança.",SL-S06-01; SL-S06-02; SL-S06-03; SL-S06-04; SL-S06-05; SL-S06-06; SL-S06-07; SL-S06-08; SL-S06-09; SL-S06-10,R01; R03; R07; R08; R31; R34,Não iniciado,P0,Crítico,Obrigatória para fechar a versão aprovada,Autor,,,reports/S06/acceptance.md,,,PENDENTE,
67,SL-S07-01,v0.1.0,S07,VaultStore / CAS,Próprio,Implementação,Criar lifecycle do Vault,"Abrir, criar, validar versão e recusar raiz inválida sem modificar seus arquivos.",crates/vault/src/lifecycle.rs,Pasta existente incompatível não é sobrescrita; erro aponta a causa.,SL-S02-GATE; SL-S06-GATE,R02; R04; R05; R07,Não iniciado,P0,Crítico,Obrigatória no escopo da versão,Autor + agente de IA,,,reports/S07/SL-S07-01.md,,,PENDENTE,
68,SL-S07-02,v0.1.0,S07,VaultStore / CAS,Próprio,Implementação,Implementar identidade,"Gerar IDs, detectar duplicatas e separar ID de localização atual.",crates/domain/src/identity.rs,Renomear não muda ID; cópia com ID repetido gera conflito tratável.,SL-S07-01,R02; R04; R05; R07,Não iniciado,P0,Crítico,Obrigatória no escopo da versão,Autor + agente de IA,,,reports/S07/SL-S07-02.md,,,PENDENTE,
69,SL-S07-03,v0.1.0,S07,VaultStore / CAS,Próprio,Implementação,Ler/escrever frontmatter,Preservar campos desconhecidos e tipos permitidos no perfil aprovado.,crates/vault/src/markdown.rs,Round-trip de fixtures não apaga extensões nem converte datas/strings inadvertidamente.,SL-S07-02,R02; R04; R05; R07,Não iniciado,P0,Crítico,Obrigatória no escopo da versão,Autor + agente de IA,,,reports/S07/SL-S07-03.md,,,PENDENTE,
70,SL-S07-04,v0.1.0,S07,VaultStore / CAS,Próprio,Implementação,Implementar CAS,"Calcular hash por streaming, detectar duplicatas e publicar arquivo completo.",crates/vault/src/assets.rs,Dois imports iguais compartilham bytes; interrupção não cria asset final parcial.,SL-S07-03,R02; R04; R05; R07,Não iniciado,P0,Crítico,Obrigatória no escopo da versão,Autor + agente de IA,,,reports/S07/SL-S07-04.md,,,PENDENTE,
71,SL-S07-05,v0.1.0,S07,VaultStore / CAS,Próprio,Implementação,Mapear referências de assets,Referenciar hash/tipo sem caminhos absolutos dependentes da máquina.,crates/domain/src/asset_ref.rs,Vault copiado para outra raiz continua resolvendo anexos.,SL-S07-04,R02; R04; R05; R07,Não iniciado,P0,Crítico,Obrigatória no escopo da versão,Autor + agente de IA,,,reports/S07/SL-S07-05.md,,,PENDENTE,
72,SL-S07-06,v0.1.0,S07,VaultStore / CAS,Próprio,Implementação,Criar workspace/célula,"Persistir manifest, board vazio e célula Markdown por contratos.",crates/vault/src/workspaces.rs,Criação incompleta é detectada e reparável sem gerar workspace invisível perdido.,SL-S07-05,R02; R04; R05; R07,Não iniciado,P0,Crítico,Obrigatória no escopo da versão,Autor + agente de IA,,,reports/S07/SL-S07-06.md,,,PENDENTE,
73,SL-S07-07,v0.1.0,S07,VaultStore / CAS,Próprio,Implementação,Implementar inventário por varredura,Ler arquivos canônicos sem exigir banco existente.,crates/vault/src/scan.rs,Inventário inicial retorna os mesmos IDs após remover índices derivados.,SL-S07-06,R02; R04; R05; R07,Não iniciado,P0,Crítico,Obrigatória no escopo da versão,Autor + agente de IA,,,reports/S07/SL-S07-07.md,,,PENDENTE,
74,SL-S07-08,v0.1.0,S07,VaultStore / CAS,Próprio,Implementação,Definir descarte e recuperação,Criar lixeira/tombstones sem destruir imediatamente a fonte de rollback.,crates/vault/src/deletion.rs,Excluir uma referência não apaga asset ainda usado por outra célula ou revisão.,SL-S07-07,R02; R04; R05; R07,Não iniciado,P0,Crítico,Obrigatória no escopo da versão,Autor + agente de IA,,,reports/S07/SL-S07-08.md,,,PENDENTE,
75,SL-S07-09,v0.1.0,S07,VaultStore / CAS,Próprio,Teste,Testar portabilidade de paths,"Cobrir Unicode, case sensitivity, nomes reservados e diretórios longos.",tests/vault/path-compat/,Casos não suportados são recusados com explicação em vez de truncados silenciosamente.,SL-S07-08,R02; R04; R05; R07,Não iniciado,P0,Crítico,Obrigatória no escopo da versão,Autor + agente de IA,,,reports/S07/SL-S07-09.md,,,PENDENTE,
76,SL-S07-10,v0.1.0,S07,VaultStore / CAS,Próprio,Teste,Criar ferramenta de inspeção,Listar invariantes e problemas em modo somente leitura.,tooling/vault-inspect/,"Ferramenta lê o Vault sem iniciar UI, modelos ou serviços externos.",SL-S07-09,R02; R04; R05; R07,Não iniciado,P0,Crítico,Obrigatória no escopo da versão,Autor + agente de IA,,,reports/S07/SL-S07-10.md,,,PENDENTE,
77,SL-S07-GATE,v0.1.0,S07,VaultStore / CAS,Aceite humano,Gate,"Aceitar S07 — Implementar Vault, identidade e assets","Revisar as dez tarefas, executar a demonstração do sprint, confrontar critérios e registrar decisão go/no-go.",reports/S07/acceptance.md,"Criar Vault, salvar nota/asset, fechar e listar os mesmos IDs ao reabrir. Todas as dependências aceitas; evidências vinculadas a revisão/ambiente; nenhum blocker de integridade/segurança.",SL-S07-01; SL-S07-02; SL-S07-03; SL-S07-04; SL-S07-05; SL-S07-06; SL-S07-07; SL-S07-08; SL-S07-09; SL-S07-10,R02; R04; R05; R07,Não iniciado,P0,Crítico,Obrigatória para fechar a versão aprovada,Autor,,,reports/S07/acceptance.md,,,PENDENTE,
78,SL-S08-01,v0.1.0,S08,Journal / RevisionStore,Próprio,Contrato,Especificar máquina de estados de commit,"Definir preparação, confirmação, publicação e replay idempotente.",docs/contracts/file-commit.md,Ordem de flush/rename e estado reconhecido após cada falha estão definidos por SO.,SL-S07-GATE,R02; R05; R13; R37,Não iniciado,P0,Crítico,Obrigatória no escopo da versão,Autor + agente de IA,,,reports/S08/SL-S08-01.md,,,PENDENTE,
79,SL-S08-02,v0.1.0,S08,Journal / RevisionStore,Próprio,Implementação,Criar escritor único,Serializar mutações por Vault e validar expected_revision.,crates/vault/src/writer.rs,Duas edições concorrentes não substituem uma à outra sem conflito explícito.,SL-S08-01,R02; R05; R13; R37,Não iniciado,P0,Crítico,Obrigatória no escopo da versão,Autor + agente de IA,,,reports/S08/SL-S08-02.md,,,PENDENTE,
80,SL-S08-03,v0.1.0,S08,Journal / RevisionStore,Próprio,Implementação,Persistir objetos de revisão,Armazenar snapshots/deltas necessários antes de anunciar commit.,crates/history/src/objects.rs,Toda revisão confirmada possui objetos íntegros para reconstrução.,SL-S08-02,R02; R05; R13; R37,Não iniciado,P0,Crítico,Obrigatória no escopo da versão,Autor + agente de IA,,,reports/S08/SL-S08-03.md,,,PENDENTE,
81,SL-S08-04,v0.1.0,S08,Journal / RevisionStore,Próprio,Implementação,Implementar journal,"Registrar eventos, integridade de registros e tratamento de cauda truncada.",crates/history/src/journal.rs,Registro parcial não invalida commits anteriores e não é executado como completo.,SL-S08-03,R02; R05; R13; R37,Não iniciado,P0,Crítico,Obrigatória no escopo da versão,Autor + agente de IA,,,reports/S08/SL-S08-04.md,,,PENDENTE,
82,SL-S08-05,v0.1.0,S08,Journal / RevisionStore,Próprio,Implementação,Publicar arquivos atômicos,"Usar temporários, flush e troca apropriada; documentar garantias reais de cada SO.",crates/vault/src/atomic_write.rs,Leitor observa versão anterior ou nova completa; falhas de disco são propagadas.,SL-S08-04,R02; R05; R13; R37,Não iniciado,P0,Crítico,Obrigatória no escopo da versão,Autor + agente de IA,,,reports/S08/SL-S08-05.md,,,PENDENTE,
83,SL-S08-06,v0.1.0,S08,Journal / RevisionStore,Próprio,Implementação,Implementar replay,Repetir operações confirmadas sem criar cópias ou efeitos extras.,crates/history/src/replay.rs,Executar replay duas vezes produz o mesmo estado e contagem de entidades.,SL-S08-05,R02; R05; R13; R37,Não iniciado,P0,Crítico,Obrigatória no escopo da versão,Autor + agente de IA,,,reports/S08/SL-S08-06.md,,,PENDENTE,
84,SL-S08-07,v0.1.0,S08,Journal / RevisionStore,Próprio,Implementação,Criar undo semântico,"Reverter edição, tag ou operação de board por nova operação registrada.",crates/history/src/undo.rs,Undo preserva proveniência e não apaga a existência do evento original.,SL-S08-06,R02; R05; R13; R37,Não iniciado,P0,Crítico,Obrigatória no escopo da versão,Autor + agente de IA,,,reports/S08/SL-S08-07.md,,,PENDENTE,
85,SL-S08-08,v0.1.0,S08,Journal / RevisionStore,Próprio,Implementação,Encadear eventos,"Definir serialização canônica, hashes e verificação do histórico.",crates/history/src/integrity.rs,Alteração detectada relativamente ao checkpoint confiável; limite de reescrita total documentado.,SL-S08-07,R02; R05; R13; R37,Não iniciado,P0,Crítico,Obrigatória no escopo da versão,Autor + agente de IA,,,reports/S08/SL-S08-08.md,,,PENDENTE,
86,SL-S08-09,v0.1.0,S08,Journal / RevisionStore,Próprio,Teste,Injetar falhas de I/O,"Simular disco cheio, permissão, flush/rename interrompidos e erro de objeto ausente.",tests/history/fault-injection/,App não informa salvo para commit não durável nem remove a única cópia válida.,SL-S08-08,R02; R05; R13; R37,Não iniciado,P0,Crítico,Obrigatória no escopo da versão,Autor + agente de IA,,,reports/S08/SL-S08-09.md,,,PENDENTE,
87,SL-S08-10,v0.1.0,S08,Journal / RevisionStore,Próprio,Teste,Medir janela de perda,Instrumentar timestamps de edição/commit e executar encerramentos controlados.,reports/durability-window.json,Janela de 500 ms é medida; teste de processo não é apresentado como teste de queda de energia.,SL-S08-09,R02; R05; R13; R37,Não iniciado,P0,Crítico,Obrigatória no escopo da versão,Autor + agente de IA,,,reports/S08/SL-S08-10.md,,,PENDENTE,
88,SL-S08-GATE,v0.1.0,S08,Journal / RevisionStore,Aceite humano,Gate,Aceitar S08 — Implementar transações de arquivos e histórico,"Revisar as dez tarefas, executar a demonstração do sprint, confrontar critérios e registrar decisão go/no-go.",reports/S08/acceptance.md,Interromper cada etapa de uma edição e recuperar o último estado confirmado. Todas as dependências aceitas; evidências vinculadas a revisão/ambiente; nenhum blocker de integridade/segurança.,SL-S08-01; SL-S08-02; SL-S08-03; SL-S08-04; SL-S08-05; SL-S08-06; SL-S08-07; SL-S08-08; SL-S08-09; SL-S08-10,R02; R05; R13; R37,Não iniciado,P0,Crítico,Obrigatória para fechar a versão aprovada,Autor,,,reports/S08/acceptance.md,,,PENDENTE,
89,SL-S09-01,v0.1.0,S09,VaultGuard / ToolBroker,Próprio,Contrato,Definir capabilities de I/O,"Vincular ator, workspace, objetos permitidos, operação, expiração e revisão.",schemas/io-capability.json,Capacidade de leitura não autoriza escrita nem acesso a outro workspace.,SL-S07-GATE; SL-S08-GATE,R06; R08; R34,Não iniciado,P0,Crítico,Obrigatória no escopo da versão,Autor + agente de IA,,,reports/S09/SL-S09-01.md,,,PENDENTE,
90,SL-S09-02,v0.1.0,S09,VaultGuard / ToolBroker,Próprio,Implementação,Implementar resolução por IDs,Converter referências em objetos autorizados dentro do Core.,crates/security/src/object_broker.rs,Texto vindo do modelo não pode se tornar path arbitrário por concatenação.,SL-S09-01,R06; R08; R34,Não iniciado,P0,Crítico,Obrigatória no escopo da versão,Autor + agente de IA,,,reports/S09/SL-S09-02.md,,,PENDENTE,
91,SL-S09-03,v0.1.0,S09,VaultGuard / ToolBroker,Próprio,Implementação,Implementar abertura Linux,Usar diretório-base/handle e resolução restrita conforme kernel disponível.,crates/security/src/fs/linux.rs,Troca de symlink durante acesso não sai do escopo; recurso ausente tem política fail-closed.,SL-S09-02,R06; R08; R34,Não iniciado,P0,Crítico,Obrigatória no escopo da versão,Autor + agente de IA,,,reports/S09/SL-S09-03.md,,,PENDENTE,
92,SL-S09-04,v0.1.0,S09,VaultGuard / ToolBroker,Próprio,Implementação,Implementar abertura Windows,"Tratar handles, reparse points, junctions e canonicalização por mecanismo efetivo.",crates/security/src/fs/windows.rs,Junction trocada e path especial não contornam a autorização.,SL-S09-03,R06; R08; R34,Não iniciado,P0,Crítico,Obrigatória no escopo da versão,Autor + agente de IA,,,reports/S09/SL-S09-04.md,,,PENDENTE,
93,SL-S09-05,v0.1.0,S09,VaultGuard / ToolBroker,Próprio,Implementação,Implementar abertura macOS,Usar primitivas relativas/handles e política de links consistente com o contrato.,crates/security/src/fs/macos.rs,Testes nativos demonstram contenção; não se reutiliza apenas canonicalize seguido de open.,SL-S09-04,R06; R08; R34,Não iniciado,P0,Crítico,Obrigatória no escopo da versão,Autor + agente de IA,,,reports/S09/SL-S09-05.md,,,PENDENTE,
94,SL-S09-06,v0.1.0,S09,VaultGuard / ToolBroker,Próprio,Implementação,Limitar leitura e escrita,"Aplicar tamanho, tipo e destino permitido; evitar arquivos especiais inesperados.",crates/security/src/io_limits.rs,Arquivo/dispositivo excessivo ou tipo indevido é rejeitado antes de consumo sem limite.,SL-S09-05,R06; R08; R34,Não iniciado,P0,Crítico,Obrigatória no escopo da versão,Autor + agente de IA,,,reports/S09/SL-S09-06.md,,,PENDENTE,
95,SL-S09-07,v0.1.0,S09,VaultGuard / ToolBroker,Próprio,Implementação,Autorizar fontes compartilhadas,Separar assets/origens read-only de conteúdo privado de workspaces.,crates/security/src/source_scope.rs,Fonte aprovada pode ser lida sem conceder o diretório global inteiro.,SL-S09-06,R06; R08; R34,Não iniciado,P0,Crítico,Obrigatória no escopo da versão,Autor + agente de IA,,,reports/S09/SL-S09-07.md,,,PENDENTE,
96,SL-S09-08,v0.1.0,S09,VaultGuard / ToolBroker,Próprio,Teste,Criar corridas controladas,Trocar symlinks/diretórios em loop de teste durante leituras.,tests/security/toctou/,Harness registra nenhuma leitura de sentinela externa; falhas não são ignoradas.,SL-S09-07,R06; R08; R34,Não iniciado,P0,Crítico,Obrigatória no escopo da versão,Autor + agente de IA,,,reports/S09/SL-S09-08.md,,,PENDENTE,
97,SL-S09-09,v0.1.0,S09,VaultGuard / ToolBroker,Próprio,Teste,Cobrir nomes hostis e hard links,"Definir política explícita e testar absolutos, UNC, traversal e links.",tests/security/path-policy/,Política é aplicada e limitações de hard links/mounts constam do relatório.,SL-S09-08,R06; R08; R34,Não iniciado,P0,Crítico,Obrigatória no escopo da versão,Autor + agente de IA,,,reports/S09/SL-S09-09.md,,,PENDENTE,
